,E_Equipment Serial Number,M_Module Serial Number,E_OEM Nameplate SN,M_Module OEM Nameplate SN,P_Site Customer Legacy Code,P_Site Customer Name,P_Plant Name,P_Site Country,P_Sales Region,E_Equipment Type,M_Module Type,E_Equipment Code,M_Module Code,E_Equipment Model,M_Module Model,E_Equipment Status,M_Module Status,E_Manufacturing Location,M_Module Manufacturing Location,E_Contract Type,M_Module Contract Type,P_Plant Account Manager Fullname,P_Plant Account Manager SSO or 4-3-1,P_Country Code 2Alpha,P_Cust Parent Commercial Entity Code,P_Cust Parent Commercial Entity Name,P_Cust Global Commercial Entity Name,P_Cust Global Commercial Entity Code,P_Site Operator Address Line 1,P_Site Operator Address Line 2,P_Site Operator City,P_Site Operator Country,P_Site Operator Country Iso Code,P_Site Operator Country Iso Name,P_Site Operator Postal Code,P_Site Operator State,P_Site Owner Country,P_Site Owner Country Iso Code,P_Site Owner Country Iso Name,P_Cust Parent HQ Adr Line 1,P_Cust Parent HQ Adr Line 2,P_Cust Parent HQ City,P_Cust Parent HQ Country,P_Cust Parent HQ Legacy Code,P_Cust Parent HQ Party Name,P_Cust Parent HQ State,P_Cust Parent HQ Zip Code,P_Cust Site Trade Style Name,P_GE Industry,P_Gps Coordinates Verified,P_Merged To Plant Sys Id,P_Network Name,P_Network Type,P_Site Operator Legacy Code,P_Site Operator Name,P_Site Owner Legacy Code,P_Site Owner Name,P_Plant Address Verified,P_Plant Latitude,P_Plant Longitude,P_Plant Record Status,P_Plant Status,P_Plant Sys Id,P_Sanctioned Country,P_Site Address Line 1,P_Site Address Line 2,P_Site City,P_Site Country ISO Name,P_Site Postal Code,P_Site State,P_Watchlist Flag,P_PLANT Parent Sys Id,B_Block Sys Id,B_Block Name,B_Block Status,B_Block Parent Sys Id,B_Block Record Status,B_Merged To Block Sys Id,B_Block Type,T_Compr Sour Service,T_Location,T_Merged To Train Sys Id,T_Train Commissioning Date,T_Train Name,T_Train Parent Sys Id,T_Train Record Status,T_Train Service Type,T_Train Status,T_Train Sys Id,E_Account Manager Fullname,E_Account Manager SSO or 4-3-1,E_Agreement ID,E_Agreement Name,E_Altitude,E_Anti Ice Sys,E_Combustion System,E_Compr Cylinder Lube,E_Compr Cylinder Valve,E_Compr Impeller/Cylinder Number,E_Compr Impeller Size,E_Compr Phase Num,E_Compr Pressure Class,E_Compr Process Gas,E_Compr Sealing,E_Control Curve Doc Code,E_Control Curve Type,E_Control OEM,E_Control System,E_Control Type,E_Cooling System,E_Contract Job Number,E_Contract End Date,E_Contract Start Date,E_Design Humidity,E_Driver/Driven Equipment,E_DS Exception,E_Design Ambient Temp,E_Duty Cycle,E_Environment,E_Equipment Class,E_Expected COD,E_Actual COD,E_Install Start Date,E_Equipment Latitude,E_Equipment Longitude,E_Equipment Name,E_Equipment Parent Sys Id,E_Equipment Record Status,E_Equipment Sys Id,E_Excitation System,E_Exciter Config,E_Exciter Model,E_Exciter OEM,E_Exciter Type,E_Expected Retirement Year,E_Extendor Kit Installed,E_Ibh Installed,E_Ibh System Inlet Exhaust,E_Igv,E_Inlet Filter,E_Inlet Pres Drop,E_Machine Mgt Sys,E_Main Warranty Active,E_Main Warranty End Date,E_Main Warranty Pm Fullname,E_Main Warranty PM SSO or  4-3-1,E_Main Warranty Project,E_Main Warranty Start Date,E_Manufacturer Group,E_Master Job,E_Max Ambient Temp,E_Merged To Equipment Sys Id,E_Min Ambient Temp,E_Equipment Job Number
88,GG676223,,676223,,CAT691252,CORPUS CHRISTI LIQUEFACTION LLC,CC LNG,UNITED STATES,North America,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,US,CE0018200,CORPUS CHRISTI LIQUEFACTION,CORPUS CHRISTI LIQUEFACTION,CE0018200,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",TX,77002-2835,CC LNG,Natural gas,Y,,,,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",Y,27.91358,-97.28663,Active,InService,PLA00236588,N,2822 LA QUINTA RD.,,GREGORY,United States of America,78359-0000,TX,N,MPCCE0018200,BLC330410,CC LNG TR1,InService,PLA00236588,Active,,,,Onshore,,2019-03-01,CC LNG TR1 Propane2 - 11TC-1421,BLC330410,Active,Simple Cycle,InService,UNI259985,"Rigaglia, Pierangelo",105046212,AGR480,Cheniere Corpus Christis,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854430,2854431,2392096,239X010,285X124,285X125,2392394",2038-02-08,2017-10-01,,,,,,Marine (salty),LM2500+G4,,2019-03-01,,27.91358,-97.2866,CC LNG TR1 Propane2 - 11TC-1421/GG,UNI259985,Active,SY1411141,,,,,,,,,,,,,,,,,,,,GE,,,,,
89,GG676217,,676217,,CAT691252,CORPUS CHRISTI LIQUEFACTION LLC,CC LNG,UNITED STATES,North America,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,US,CE0018200,CORPUS CHRISTI LIQUEFACTION,CORPUS CHRISTI LIQUEFACTION,CE0018200,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",TX,77002-2835,CC LNG,Natural gas,Y,,,,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",Y,27.91358,-97.28663,Active,InService,PLA00236588,N,2822 LA QUINTA RD.,,GREGORY,United States of America,78359-0000,TX,N,MPCCE0018200,BLC330410,CC LNG TR1,InService,PLA00236588,Active,,,,Onshore,,2019-03-01,CC LNG TR1 Methane1 - 11TC-1611,BLC330410,Active,Simple Cycle,InService,UNI259855,"Rigaglia, Pierangelo",105046212,AGR480,Cheniere Corpus Christis,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854430,2854431,2392096,239X010,285X124,285X125,2392394",2038-02-08,2017-10-01,,,,,,Marine (salty),LM2500+G4,,2019-03-01,,27.91358,-97.2866,CC LNG TR1 Methane1 - 11TC-1611/GG,UNI259855,Active,SY1411140,,,,,,,,,,,,,,,,,,,,GE,,,,,
90,GG676218,,676218,,CAT691252,CORPUS CHRISTI LIQUEFACTION LLC,CC LNG,UNITED STATES,North America,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,US,CE0018200,CORPUS CHRISTI LIQUEFACTION,CORPUS CHRISTI LIQUEFACTION,CE0018200,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",TX,77002-2835,CC LNG,Natural gas,Y,,,,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",Y,27.91358,-97.28663,Active,InService,PLA00236588,N,2822 LA QUINTA RD.,,GREGORY,United States of America,78359-0000,TX,N,MPCCE0018200,BLC330410,CC LNG TR1,InService,PLA00236588,Active,,,,Onshore,,2019-03-01,CC LNG TR1 Ethylene2 - 11TC-1521,BLC330410,Active,Simple Cycle,InService,UNI256790,"Rigaglia, Pierangelo",105046212,AGR480,Cheniere Corpus Christis,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854430,2854431,2392096,239X010,285X124,285X125,2392394",2038-02-08,2017-10-01,,,,,,Marine (salty),LM2500+G4,,2019-03-01,,27.91358,-97.2866,CC LNG TR1 Ethylene2 - 11TC-1521/GG,UNI256790,Active,SY1411139,,,,,,,,,,,,,,,,,,,,GE,,,,,
91,GG676219,,676219,,CAT691252,CORPUS CHRISTI LIQUEFACTION LLC,CC LNG,UNITED STATES,North America,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,US,CE0018200,CORPUS CHRISTI LIQUEFACTION,CORPUS CHRISTI LIQUEFACTION,CE0018200,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",TX,77002-2835,CC LNG,Natural gas,Y,,,,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",Y,27.91358,-97.28663,Active,InService,PLA00236588,N,2822 LA QUINTA RD.,,GREGORY,United States of America,78359-0000,TX,N,MPCCE0018200,BLC330410,CC LNG TR1,InService,PLA00236588,Active,,,,Onshore,,2019-03-01,CC LNG TR1 Ethylene1 - 11TC-1511,BLC330410,Active,Simple Cycle,InService,UNI255894,"Rigaglia, Pierangelo",105046212,AGR480,Cheniere Corpus Christis,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854430,2854431,2392096,239X010,285X124,285X125,2392394",2038-02-08,2017-10-01,,,,,,Marine (salty),LM2500+G4,,2019-03-01,,27.91358,-97.2866,CC LNG TR1 Ethylene1 - 11TC-1511/GG,UNI255894,Active,SY1411138,,,,,,,,,,,,,,,,,,,,GE,,,,,
92,GG676188,,676188,,CAT691252,CORPUS CHRISTI LIQUEFACTION LLC,CC LNG,UNITED STATES,North America,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,US,CE0018200,CORPUS CHRISTI LIQUEFACTION,CORPUS CHRISTI LIQUEFACTION,CE0018200,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",TX,77002-2835,CC LNG,Natural gas,Y,,,,079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",079435874,"CORPUS CHRISTI LIQUEFACTION, LLC",Y,27.91358,-97.28663,Active,InService,PLA00236588,N,2822 LA QUINTA RD.,,GREGORY,United States of America,78359-0000,TX,N,MPCCE0018200,BLC330410,CC LNG TR1,InService,PLA00236588,Active,,,,Onshore,,2019-03-01,CC LNG TR1 Propane1 - 11TC-1411,BLC330410,Active,Simple Cycle,InService,UNI255149,"Rigaglia, Pierangelo",105046212,AGR480,Cheniere Corpus Christis,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854430,2854431,2392096,239X010,285X124,285X125,2392394",2038-02-08,2017-10-01,,,,,,Marine (salty),LM2500+G4,,2019-03-01,,27.91358,-97.2866,CC LNG TR1 Propane1 - 11TC-1411/GG,UNI255149,Active,SY1411137,,,,,,,,,,,,,,,,,,,,GE,,,,,
93,GG676114,,676114,,CAT797962,EXXONMOBIL PNG LIMITED,PNG LNG,PAPUA NEW GUINEA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,Storage,,GE Aero Energy Products,,CSA,,,,PG,CE0001023,EXXONMOBIL,EXXONMOBIL,CE0001023,LAWES RD MUNIDUBU ST,,KONEDOBU,PAPUA NEW GUINEA,PG,Papua New Guinea,,,PAPUA NEW GUINEA,PG,Papua New Guinea,LAWES RD MUNIDUBU ST,,KONEDOBU,PAPUA NEW GUINEA,761019421,EXXONMOBIL PNG LIMITED,,,PNG LNG,,Y,,,,761019421,EXXONMOBIL PNG LIMITED,761019421,EXXONMOBIL PNG LIMITED,Y,-9.337988,147.017649,Active,InService,PLA00233164,N,PAPUA NEW GUINEA LNG,,PORT MORESBY,Papua New Guinea,121,,N,MPCCE0001023,,,,,,,,,,,,,,,,,,"Hassell, Bradley",hassbra,AGR181,PNG LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854365,285X020,2858188,2858186,2858187,2858185,2392083,28543894",2042-08-18,2010-01-01,,,,,,"Tropical (damp, hot)",LM2500+G4,,,,-9.337988,147.017649,PNG HIDES-GT-PGHU40CGT65130-GG,PLA00233164,Active,SY1411115,,,,,,,,,,,,,,,,,,,,GE,,,,,
94,GG676112,,676112,,CAT797962,EXXONMOBIL PNG LIMITED,PNG LNG,PAPUA NEW GUINEA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,Storage,,GE Aero Energy Products,,CSA,,,,PG,CE0001023,EXXONMOBIL,EXXONMOBIL,CE0001023,LAWES RD MUNIDUBU ST,,KONEDOBU,PAPUA NEW GUINEA,PG,Papua New Guinea,,,PAPUA NEW GUINEA,PG,Papua New Guinea,LAWES RD MUNIDUBU ST,,KONEDOBU,PAPUA NEW GUINEA,761019421,EXXONMOBIL PNG LIMITED,,,PNG LNG,,Y,,,,761019421,EXXONMOBIL PNG LIMITED,761019421,EXXONMOBIL PNG LIMITED,Y,-9.337988,147.017649,Active,InService,PLA00233164,N,PAPUA NEW GUINEA LNG,,PORT MORESBY,Papua New Guinea,121,,N,MPCCE0001023,,,,,,,,,,,,,,,,,,"Hassell, Bradley",hassbra,AGR181,PNG LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854365,285X020,2858188,2858186,2858187,2858185,2392083,28543894",2042-08-18,2010-01-01,,,,,,"Tropical (damp, hot)",LM2500+G4,,,,-9.337988,147.017649,PNG HIDES-GT-PGHU40CGT65120-GG,PLA00233164,Active,SY1411114,,,,,,,,,,,,,,,,,,,,GE,,,,,
95,GG676110,,676110,,CAT797962,EXXONMOBIL PNG LIMITED,PNG LNG,PAPUA NEW GUINEA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,PG,CE0001023,EXXONMOBIL,EXXONMOBIL,CE0001023,LAWES RD MUNIDUBU ST,,KONEDOBU,PAPUA NEW GUINEA,PG,Papua New Guinea,,,PAPUA NEW GUINEA,PG,Papua New Guinea,LAWES RD MUNIDUBU ST,,KONEDOBU,PAPUA NEW GUINEA,761019421,EXXONMOBIL PNG LIMITED,,,PNG LNG,,Y,,,,761019421,EXXONMOBIL PNG LIMITED,761019421,EXXONMOBIL PNG LIMITED,Y,-9.337988,147.017649,Active,InService,PLA00233164,N,PAPUA NEW GUINEA LNG,,PORT MORESBY,Papua New Guinea,121,,N,MPCCE0001023,,,,,,,,,Onshore,,2014-07-19,PNG LNG-GT-PGLN91CGT66650,PLA00233164,Active,Simple Cycle,InService,UNI250918,"Hassell, Bradley",hassbra,AGR181,PNG LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854365,285X020,2858188,2858186,2858187,2858185,2392083,28543894",2042-08-18,2010-01-01,,,,,,"Tropical (damp, hot)",LM2500+G4,,,,-9.337988,147.017649,PNG HIDES-GT-PGHU40CGT65110-GG,UNI250918,Active,SY1411113,,,,,,,,,,,,,,,,,,,,GE,,,,,
96,GG679162,,679162,,CAT824170,SBM OFFSHORE DO BRASIL LTDA,CIDADE DE ILHABELA,BRAZIL,Latin America,Gas Generator,,LM2500+G4,,RC-MD,,InService,,GE Aero Energy Products,,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0002061,SBM OFFSHORE,SBM OFFSHORE,CE0002061,AV. RIO BRANCO 108,"14º, 15º E 24º AND.",RIO DE JANEIRO,BRAZIL,BR,Brazil,20040-001,RIO DE JANEIRO,BRAZIL,BR,Brazil,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",,MACAÉ,BRAZIL,CAT380180,SBM OFFSHORE,RIO DE JANEIRO,27923-030,CIDADE DE ILHABELA,,N,,,,899654478,SBM OFFSHORE DO BRASIL LTDA.,899654478,SBM OFFSHORE DO BRASIL LTDA.,Y,-24.886436,-43.505859,Active,InService,PLA00236335,N,"SAPINHOÁ FIELD, IN THE SANTOS BASIN PRE-SALT CLUSTER",310 KM FROM SAO PAULO COAST,TERRITORIAL WATERS,Brazil,00000-000,SÃO PAULO,N,MPCCE0002061,,,,,,,,,Offshore - FPSO,,2014-03-12,CIDADE DE ILHABELA-GT-A-T1130,PLA00236335,Active,Simple Cycle,InService,UNI270875,"Oliveira Filho, Jorge",210030578,AGR375,SBM,,,Singular Annular Combustor (SAC),,,,,,,,,,,,,,,"285X075,285X076,285X077,285X078,285X079,SBM-OnShore,2856394,2856395,2856396,2856397,2856398,SBM Onshore Post reset,2856399,2398329",2033-05-19,2015-12-31,,,,,,Marine (salty),LM2500+G4,,,,-25.67191,-43.20611,CIDADE DE ILHABELA-GT-A-T1130-GG,UNI270875,Active,SY1411100,,,,,,,,,,,,,,,,,,,,GE,,,,,
97,GG679152,,679152,,CAT824170,SBM OFFSHORE DO BRASIL LTDA,CIDADE DE ILHABELA,BRAZIL,Latin America,Gas Generator,,LM2500+G4,,RC-MD,,InService,,GE Aero Energy Products,,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0002061,SBM OFFSHORE,SBM OFFSHORE,CE0002061,AV. RIO BRANCO 108,"14º, 15º E 24º AND.",RIO DE JANEIRO,BRAZIL,BR,Brazil,20040-001,RIO DE JANEIRO,BRAZIL,BR,Brazil,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",,MACAÉ,BRAZIL,CAT380180,SBM OFFSHORE,RIO DE JANEIRO,27923-030,CIDADE DE ILHABELA,,N,,,,899654478,SBM OFFSHORE DO BRASIL LTDA.,899654478,SBM OFFSHORE DO BRASIL LTDA.,Y,-24.886436,-43.505859,Active,InService,PLA00236335,N,"SAPINHOÁ FIELD, IN THE SANTOS BASIN PRE-SALT CLUSTER",310 KM FROM SAO PAULO COAST,TERRITORIAL WATERS,Brazil,00000-000,SÃO PAULO,N,MPCCE0002061,,,,,,,,,Offshore - FPSO,,2014-03-12,CIDADE DE ILHABELA-GT-A-T1110,PLA00236335,Active,Simple Cycle,InService,UNI258288,"Oliveira Filho, Jorge",210030578,AGR375,SBM,,,Singular Annular Combustor (SAC),,,,,,,,,,,,,,,"285X075,285X076,285X077,285X078,285X079,SBM-OnShore,2856394,2856395,2856396,2856397,2856398,SBM Onshore Post reset,2856399,2398329",2033-05-19,2015-12-31,,,,,,Marine (salty),LM2500+G4,,,,-25.67191,-43.20611,CIDADE DE ILHABELA-GT-A-T1110-GG,UNI258288,Active,SY1411099,,,,,,,,,,,,,,,,,,,,GE,,,,,
98,GG679164,,679164,,CAT818960,SBM OFFSHORE DO BRASIL LTDA,CIDADE DE MARICA,BRAZIL,Latin America,Gas Generator,,LM2500+G4,,RC-MD,,InService,,GE Aero Energy Products,,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0002061,SBM OFFSHORE,SBM OFFSHORE,CE0002061,AV. RIO BRANCO 108,"14º, 15º E 24º AND.",RIO DE JANEIRO,BRAZIL,BR,Brazil,20040-001,RIO DE JANEIRO,BRAZIL,BR,Brazil,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",,MACAÉ,BRAZIL,CAT380180,SBM OFFSHORE,RIO DE JANEIRO,27923-030,CIDADE DE MARICA,,Y,,,,899654478,SBM OFFSHORE DO BRASIL LTDA.,899654478,SBM OFFSHORE DO BRASIL LTDA.,Y,-25.26977,-42.87926,Active,InService,PLA00235308,N,"LULA OILFIELD, WITHIN M-S-11 BLOCK IN THE SANTOS BASIN",,TERRITORIAL WATERS,Brazil,00000-000,RIO DE JANEIRO,N,MPCCE0002061,,,,,,,,,Offshore - FPSO,,2015-03-31,CIDADE DE MARICA-GT-A-T1140,PLA00235308,Active,Simple Cycle,InService,UNI257272,"Oliveira Filho, Jorge",210030578,AGR375,SBM,,,Singular Annular Combustor (SAC),,,,,,,,,,,,,,,"285X075,285X076,285X077,285X078,285X079,SBM-OnShore,2856394,2856395,2856396,2856397,2856398,SBM Onshore Post reset,2856399,2398329",2033-05-19,2015-12-31,,,,,,Marine (salty),LM2500+G4,,,,-25.67191,-43.20611,CIDADE DE MARICA-GT-A-T1140-GT,UNI257272,Active,SY1411098,,,,,,,,,,,,,,,,,,,,GE,,,,,
99,GG691269,,691269,,CAT824170,SBM OFFSHORE DO BRASIL LTDA,CIDADE DE ILHABELA,BRAZIL,Latin America,Gas Generator,,LM2500,,GE-MG,,InService,,GE Aero Energy Products,,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0002061,SBM OFFSHORE,SBM OFFSHORE,CE0002061,AV. RIO BRANCO 108,"14º, 15º E 24º AND.",RIO DE JANEIRO,BRAZIL,BR,Brazil,20040-001,RIO DE JANEIRO,BRAZIL,BR,Brazil,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",,MACAÉ,BRAZIL,CAT380180,SBM OFFSHORE,RIO DE JANEIRO,27923-030,CIDADE DE ILHABELA,,N,,,,899654478,SBM OFFSHORE DO BRASIL LTDA.,899654478,SBM OFFSHORE DO BRASIL LTDA.,Y,-24.886436,-43.505859,Active,InService,PLA00236335,N,"SAPINHOÁ FIELD, IN THE SANTOS BASIN PRE-SALT CLUSTER",310 KM FROM SAO PAULO COAST,TERRITORIAL WATERS,Brazil,00000-000,SÃO PAULO,N,MPCCE0002061,,,,,,,,,Offshore - FPSO,,2016-09-02,CIDADE DE ILHABELA-GT-A-T7540,PLA00236335,Active,Simple Cycle,InService,UNI255304,"Oliveira Filho, Jorge",210030578,AGR375,SBM,,,Singular Annular Combustor (SAC),,,,,,,,,,,,,,,"285X075,285X076,285X077,285X078,285X079,SBM-OnShore,2856394,2856395,2856396,2856397,2856398,SBM Onshore Post reset,2856399,2398329",2033-05-19,2015-12-31,,,,,,Marine (salty),LM2500,,,,-25.67191,-43.20611,CIDADE DE ILHABELA-GT-A-T7540-GG,UNI255304,Active,SY1411097,,,,,,,,,,,,,,,,,,,,GE,,,,,
100,GG679153,,679153,,CAT824170,SBM OFFSHORE DO BRASIL LTDA,CIDADE DE ILHABELA,BRAZIL,Latin America,Gas Generator,,LM2500+G4,,RC-MD,,InService,,GE Aero Energy Products,,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0002061,SBM OFFSHORE,SBM OFFSHORE,CE0002061,AV. RIO BRANCO 108,"14º, 15º E 24º AND.",RIO DE JANEIRO,BRAZIL,BR,Brazil,20040-001,RIO DE JANEIRO,BRAZIL,BR,Brazil,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",,MACAÉ,BRAZIL,CAT380180,SBM OFFSHORE,RIO DE JANEIRO,27923-030,CIDADE DE ILHABELA,,N,,,,899654478,SBM OFFSHORE DO BRASIL LTDA.,899654478,SBM OFFSHORE DO BRASIL LTDA.,Y,-24.886436,-43.505859,Active,InService,PLA00236335,N,"SAPINHOÁ FIELD, IN THE SANTOS BASIN PRE-SALT CLUSTER",310 KM FROM SAO PAULO COAST,TERRITORIAL WATERS,Brazil,00000-000,SÃO PAULO,N,MPCCE0002061,,,,,,,,,Offshore - FPSO,,2014-03-12,CIDADE DE ILHABELA-GT-A-T1120,PLA00236335,Active,Simple Cycle,InService,UNI254989,"Oliveira Filho, Jorge",210030578,AGR375,SBM,,,Singular Annular Combustor (SAC),,,,,,,,,,,,,,,"285X075,285X076,285X077,285X078,285X079,SBM-OnShore,2856394,2856395,2856396,2856397,2856398,SBM Onshore Post reset,2856399,2398329",2033-05-19,2015-12-31,,,,,,Marine (salty),LM2500+G4,,,,-25.67191,-43.20611,CIDADE DE ILHABELA-GT-A-T1120-GG,UNI254989,Active,SY1411096,,,,,,,,,,,,,,,,,,,,GE,,,,,
101,GG691268,,691268,,CAT824170,SBM OFFSHORE DO BRASIL LTDA,CIDADE DE ILHABELA,BRAZIL,Latin America,Gas Generator,,LM2500,,GE-MG,,InService,,GE Aero Energy Products,,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0002061,SBM OFFSHORE,SBM OFFSHORE,CE0002061,AV. RIO BRANCO 108,"14º, 15º E 24º AND.",RIO DE JANEIRO,BRAZIL,BR,Brazil,20040-001,RIO DE JANEIRO,BRAZIL,BR,Brazil,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",,MACAÉ,BRAZIL,CAT380180,SBM OFFSHORE,RIO DE JANEIRO,27923-030,CIDADE DE ILHABELA,,N,,,,899654478,SBM OFFSHORE DO BRASIL LTDA.,899654478,SBM OFFSHORE DO BRASIL LTDA.,Y,-24.886436,-43.505859,Active,InService,PLA00236335,N,"SAPINHOÁ FIELD, IN THE SANTOS BASIN PRE-SALT CLUSTER",310 KM FROM SAO PAULO COAST,TERRITORIAL WATERS,Brazil,00000-000,SÃO PAULO,N,MPCCE0002061,,,,,,,,,Offshore - FPSO,,2016-11-15,CIDADE DE ILHABELA-GT-A-T7530,PLA00236335,Active,Simple Cycle,InService,UNI253886,"Oliveira Filho, Jorge",210030578,AGR375,SBM,,,Singular Annular Combustor (SAC),,,,,,,,,,,,,,,"285X075,285X076,285X077,285X078,285X079,SBM-OnShore,2856394,2856395,2856396,2856397,2856398,SBM Onshore Post reset,2856399,2398329",2033-05-19,2015-12-31,,,,,,Marine (salty),LM2500,,,,-25.67191,-43.20611,CIDADE DE ILHABELA-GT-A-T7530-GG,UNI253886,Active,SY1411095,,,,,,,,,,,,,,,,,,,,GE,,,,,
102,GG557134,,557134,,CAT688089,SBM OFFSHORE,CIDADE DE PARATY,BRAZIL,Latin America,Gas Generator,,LM2500+,,PK-MD,,Storage,,GE Aero Energy Products,,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0002061,SBM OFFSHORE,SBM OFFSHORE,CE0002061,AV. RIO BRANCO 108,"14º, 15º E 24º AND.",RIO DE JANEIRO,BRAZIL,BR,Brazil,20040-001,RIO DE JANEIRO,BRAZIL,BR,Brazil,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",,MACAÉ,BRAZIL,CAT380180,SBM OFFSHORE,RIO DE JANEIRO,27923-030,,,N,,,,899654478,SBM OFFSHORE DO BRASIL LTDA.,899654478,SBM OFFSHORE DO BRASIL LTDA.,Y,-25.39346,-42.76169,Active,InService,PLA00236199,N,FPSO CIDADE DE PARATY,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",MACAE,,27923-030,RIO DE JANEIRO,N,MPCCE0002061,,,,,,,,,,,,,,,,,,"Oliveira Filho, Jorge",210030578,AGR375,SBM,,,Singular Annular Combustor (SAC),,,,,,,,,,,,,,,"285X075,285X076,285X077,285X078,285X079,SBM-OnShore,2856394,2856395,2856396,2856397,2856398,SBM Onshore Post reset,2856399,2398329",2033-05-19,2015-12-31,,,,,,Marine (salty),LM2500+,,,,-25.3935,-42.7617,CIDADE DE PARATY-GT-SPARE-GG,PLA00236199,Active,SY1411082,,,,,,,,,,,,,,,,,,,,GE,,,,,
